GA54827_00881	g01615	GA54827	1	0	0	8
GA54827_00916	g01615	GA54827	1	0	0	8
GA54827_01023	g01615	GA54827	1	0	0	12
GA67073_00884	g01615	GA67073	1	0	0	1
GA67073_00919	g01615	GA67073	1	0	0	8
GA67073_01009	g01615	GA67073	0	1	1	21
GA67073_01010	g01615	GA67073	0	1	1	17
GA71389_00883	g01615	GA71389	1	0	0	2
GA71389_00918	g01615	GA71389	1	0	0	5
GA71389_01008	g01615	GA71389	0	1	1	18
GA71389_01009	g01615	GA71389	0	1	1	17
GA71621_00933	g01615	GA71621	0	1	1	22
GA71621_00934	g01615	GA71621	0	1	1	17
GA71621_01779	g01615	GA71621	1	0	0	8
GA71663_00933	g01615	GA71663	1	0	0	11
GA71663_01560	g01615	GA71663	1	0	0	15
GA71663_01595	g01615	GA71663	1	0	0	7
GA74349_00912	g01615	GA74349	1	0	0	13
GA74349_01539	g01615	GA74349	1	0	0	15
GA74349_01574	g01615	GA74349	1	0	0	7
GA76006_00666	g01615	GA76006	1	0	0	11
GA76006_01451	g01615	GA76006	1	0	0	5
GA76006_01719	g01615	GA76006	1	0	0	5
GA78317_00332	g01615	GA78317	1	0	0	3
GA78317_00367	g01615	GA78317	1	0	0	6
GA78317_00998	g01615	GA78317	1	0	0	13
GA78869_00884	g01615	GA78869	1	0	0	4
GA78869_00919	g01615	GA78869	1	0	0	9
GA78869_01026	g01615	GA78869	0	1	1	22
GA78869_01027	g01615	GA78869	0	1	1	17
GA79872_00541	g01615	GA79872	1	0	0	10
GA79872_01123	g01615	GA79872	1	0	0	3
GA79872_01549	g01615	GA79872	1	0	0	15
GA81213_00429	g01615	GA81213	0	1	1	22
GA81213_00430	g01615	GA81213	0	1	1	17
GA81213_01012	g01615	GA81213	1	0	0	4
GA81213_01545	g01615	GA81213	1	0	0	15
GA81566_00333	g01615	GA81566	1	0	0	12
GA81566_01332	g01615	GA81566	1	0	0	15
GA81566_01367	g01615	GA81566	1	0	0	5
GA83357_00593	g01615	GA83357	1	0	0	11
GA83357_01485	g01615	GA83357	1	0	0	15
GA83357_01520	g01615	GA83357	1	0	0	4
GA83841_00598	g01615	GA83841	1	0	0	12
GA83841_01555	g01615	GA83841	1	0	0	16
GA83841_01667	g01615	GA83841	1	0	0	16
GA83874_00332	g01615	GA83874	1	0	0	4
GA83874_00756	g01615	GA83874	1	0	0	14
GA83874_01530	g01615	GA83874	1	0	0	15
GA87364_00591	g01615	GA87364	1	0	0	10
GA87364_01575	g01615	GA87364	1	0	0	15
GA87364_01610	g01615	GA87364	1	0	0	4
GA87536_00140	g01615	GA87536	1	0	0	5
GA87536_00175	g01615	GA87536	1	0	0	5
GA87536_00785	g01615	GA87536	1	0	0	12
GA87640_00571	g01615	GA87640	0	1	1	20
GA87640_01465	g01615	GA87640	0	1	1	15
GA87640_00572	g01615	GA87640	1	0	0	17
GA87640_01500	g01615	GA87640	1	0	0	5
GA87672_00332	g01615	GA87672	1	0	0	5
GA87672_00367	g01615	GA87672	1	0	0	7
GA87672_01028	g01615	GA87672	0	1	1	19
GA87672_01029	g01615	GA87672	0	1	1	17
GA87801_00331	g01615	GA87801	1	0	0	3
GA87801_00366	g01615	GA87801	1	0	0	6
GA87801_00864	g01615	GA87801	1	0	0	12
GA87875_00542	g01615	GA87875	1	0	0	11
GA87875_01124	g01615	GA87875	1	0	0	8
GA87875_01159	g01615	GA87875	1	0	0	15
GA91534_00453	g01615	GA91534	1	0	0	11
GA91534_01542	g01615	GA91534	1	0	0	15
GA91534_01658	g01615	GA91534	1	0	0	15
GA91536_00403	g01615	GA91536	1	0	0	17
GA91536_01511	g01615	GA91536	1	0	0	15
GA91536_01623	g01615	GA91536	1	0	0	15
GA54827_01767	g01616	GA54827	1	0	0	3
GA67073_01728	g01616	GA67073	1	0	0	3
GA71389_01728	g01616	GA71389	1	0	0	4
GA71389_01758	g01616	GA71389	1	0	0	3
GA71621_01650	g01616	GA71621	1	0	0	3
GA71663_01747	g01616	GA71663	1	0	0	3
GA74349_01753	g01616	GA74349	1	0	0	3
GA76006_01716	g01616	GA76006	1	0	0	3
GA78317_01607	g01616	GA78317	1	0	0	3
GA78869_01613	g01616	GA78869	1	0	0	1
GA79872_01501	g01616	GA79872	1	0	0	1
GA81213_01656	g01616	GA81213	1	0	0	3
GA81566_01084	g01616	GA81566	1	0	0	1
GA83357_01648	g01616	GA83357	1	0	0	3
GA83841_01732	g01616	GA83841	1	0	0	3
GA83874_01223	g01616	GA83874	1	0	0	6
GA83874_01253	g01616	GA83874	1	0	0	2
GA87364_01427	g01616	GA87364	1	0	0	1
GA87364_01475	g01616	GA87364	1	0	0	7
GA87536_01660	g01616	GA87536	1	0	0	3
GA87640_01617	g01616	GA87640	1	0	0	3
GA87672_01687	g01616	GA87672	1	0	0	3
GA87801_01613	g01616	GA87801	1	0	0	3
GA87801_01687	g01616	GA87801	1	0	0	5
GA87875_01468	g01616	GA87875	1	0	0	4
GA87875_01498	g01616	GA87875	1	0	0	1
GA91534_01417	g01616	GA91534	1	0	0	1
GA91536_01659	g01616	GA91536	1	0	0	3
GA54827_00938	g01617	GA54827	1	0	0	2
GA54827_01206	g01617	GA54827	1	0	0	6
GA67073_00941	g01617	GA67073	1	0	0	2
GA67073_00964	g01617	GA67073	0	1	1	4
GA67073_01193	g01617	GA67073	0	1	1	1
GA71389_00940	g01617	GA71389	1	0	0	2
GA71389_00963	g01617	GA71389	0	1	1	4
GA71389_01192	g01617	GA71389	0	1	1	6
GA71621_00001	g01617	GA71621	1	0	0	1
GA71621_01117	g01617	GA71621	1	0	0	6
GA71621_01670	g01617	GA71621	1	0	0	2
GA71663_01116	g01617	GA71663	1	0	0	6
GA71663_01617	g01617	GA71663	1	0	0	2
GA71663_01640	g01617	GA71663	1	0	0	4
GA74349_01095	g01617	GA74349	1	0	0	1
GA74349_01596	g01617	GA74349	1	0	0	2
GA74349_01619	g01617	GA74349	1	0	0	4
GA76006_00849	g01617	GA76006	1	0	0	5
GA76006_01609	g01617	GA76006	1	0	0	2
GA76006_01632	g01617	GA76006	1	0	0	4
GA78317_00389	g01617	GA78317	1	0	0	3
GA78317_00428	g01617	GA78317	1	0	0	1
GA78869_00941	g01617	GA78869	1	0	0	2
GA78869_01210	g01617	GA78869	1	0	0	6
GA79872_01571	g01617	GA79872	1	0	0	3
GA79872_01610	g01617	GA79872	1	0	0	1
GA81213_01567	g01617	GA81213	1	0	0	3
GA81213_01606	g01617	GA81213	1	0	0	1
GA81566_01389	g01617	GA81566	1	0	0	3
GA81566_01428	g01617	GA81566	1	0	0	1
GA83357_01542	g01617	GA83357	1	0	0	3
GA83357_01581	g01617	GA83357	1	0	0	1
GA83841_01577	g01617	GA83841	1	0	0	3
GA83841_01617	g01617	GA83841	1	0	0	1
GA83874_01552	g01617	GA83874	1	0	0	3
GA83874_01591	g01617	GA83874	1	0	0	1
GA87364_01632	g01617	GA87364	1	0	0	3
GA87364_01671	g01617	GA87364	1	0	0	1
GA87536_00197	g01617	GA87536	1	0	0	3
GA87536_00236	g01617	GA87536	1	0	0	1
GA87640_01522	g01617	GA87640	1	0	0	3
GA87640_01561	g01617	GA87640	1	0	0	1
GA87672_00389	g01617	GA87672	1	0	0	3
GA87672_00428	g01617	GA87672	1	0	0	1
GA87801_00388	g01617	GA87801	1	0	0	3
GA87801_00427	g01617	GA87801	1	0	0	1
GA87875_01181	g01617	GA87875	1	0	0	3
GA87875_01220	g01617	GA87875	1	0	0	1
GA91534_01564	g01617	GA91534	1	0	0	3
GA91534_01603	g01617	GA91534	1	0	0	1
GA91536_01533	g01617	GA91536	1	0	0	3
GA91536_01572	g01617	GA91536	1	0	0	1
GA54827_00250	g01619	GA54827	1	0	0	3
GA67073_00250	g01619	GA67073	1	0	0	6
GA67073_00251	g01619	GA67073	1	0	0	4
GA71389_00250	g01619	GA71389	1	0	0	7
GA71389_00251	g01619	GA71389	1	0	0	4
GA71621_00251	g01619	GA71621	1	0	0	6
GA71621_00252	g01619	GA71621	1	0	0	4
GA71663_00250	g01619	GA71663	1	0	0	3
GA74349_00250	g01619	GA74349	1	0	0	7
GA74349_00251	g01619	GA74349	1	0	0	4
GA76006_00102	g01619	GA76006	1	0	0	3
GA78317_00679	g01619	GA78317	1	0	0	1
GA78869_00250	g01619	GA78869	1	0	0	5
GA78869_00251	g01619	GA78869	1	0	0	4
GA79872_00242	g01619	GA79872	1	0	0	2
GA81213_00102	g01619	GA81213	1	0	0	1
GA81566_01638	g01619	GA81566	1	0	0	4
GA81566_01639	g01619	GA81566	1	0	0	8
GA83357_00242	g01619	GA83357	1	0	0	8
GA83357_00243	g01619	GA83357	1	0	0	4
GA83841_00243	g01619	GA83841	1	0	0	7
GA83841_00244	g01619	GA83841	1	0	0	4
GA83874_00435	g01619	GA83874	1	0	0	3
GA87364_00242	g01619	GA87364	1	0	0	2
GA87536_00487	g01619	GA87536	1	0	0	5
GA87536_00488	g01619	GA87536	1	0	0	4
GA87640_00242	g01619	GA87640	1	0	0	6
GA87640_00243	g01619	GA87640	1	0	0	4
GA87672_00679	g01619	GA87672	1	0	0	7
GA87672_00680	g01619	GA87672	1	0	0	4
GA87801_00537	g01619	GA87801	1	0	0	2
GA87875_00193	g01619	GA87875	1	0	0	5
