g00719_00004	g00719	90	49
g00719_00005	g00719	95	49
g00719_00006	g00719	98	49
g00766	g00766	50	49
g00766_00001	g00766	60	49
g00766_00002	g00766	70	49
g00766_00003	g00766	80	49
g00766_00004	g00766	90	49
g00766_00005	g00766	95	49
g00766_00006	g00766	98	49
g00420	g00420	50	49
g00420_00001	g00420	60	49
g00420_00002	g00420	70	49
g00420_00003	g00420	80	49
g00420_00004	g00420	90	49
g00420_00005	g00420	95	49
g00420_00006	g00420	98	49
g00887	g00887	50	49
g00887_00001	g00887	60	49
g00887_00002	g00887	70	49
g00887_00003	g00887	80	49
g00887_00004	g00887	90	49
g00887_00005	g00887	95	49
g00887_00006	g00887	98	49
g00737	g00737	50	49
g00737_00001	g00737	60	49
g00737_00002	g00737	70	49
g00737_00003	g00737	80	49
g00737_00004	g00737	90	49
g00737_00005	g00737	95	49
g00737_00006	g00737	98	49
g00041	g00041	50	49
g00041_00001	g00041	60	49
g00041_00002	g00041	70	49
g00041_00003	g00041	80	49
g00041_00004	g00041	90	49
g00041_00005	g00041	95	49
g00041_00006	g00041	98	49
g01575	g01575	50	48
g01575_00001	g01575	60	48
g01575_00002	g01575	70	48
g01575_00003	g01575	80	48
g01575_00004	g01575	90	48
g01575_00005	g01575	95	33
g01575_00006	g01575	95	15
g01575_00007	g01575	98	33
g01575_00008	g01575	98	15
g00113	g00113	50	49
g00113_00001	g00113	60	49
g00113_00002	g00113	70	49
g00113_00003	g00113	80	49
g00113_00004	g00113	90	49
g00113_00005	g00113	95	49
g00113_00006	g00113	98	49
g01537	g01537	50	49
g01537_00001	g01537	60	49
g01537_00002	g01537	70	49
g01537_00003	g01537	80	49
g01537_00004	g01537	90	49
g01537_00005	g01537	95	49
g01537_00006	g01537	98	26
g01537_00007	g01537	98	23
g00236_00001	g00236	60	49
g00236_00002	g00236	70	49
g00236_00003	g00236	80	49
g00236_00004	g00236	90	49
g00236_00005	g00236	95	49
g00236_00006	g00236	98	49
g01414	g01414	50	49
g01414_00001	g01414	60	49
g01414_00002	g01414	70	49
g01414_00003	g01414	80	49
g01414_00004	g01414	90	49
g01414_00005	g01414	95	49
g01414_00006	g01414	98	26
g01414_00007	g01414	98	23
g01899	g01899	50	25
g01899_00001	g01899	60	25
g01899_00002	g01899	70	25
g01899_00003	g01899	80	25
g01899_00004	g01899	90	25
g01899_00005	g01899	95	25
g01899_00006	g01899	98	25
g00212	g00212	50	49
g00212_00001	g00212	60	49
g00212_00002	g00212	70	49
g00212_00003	g00212	80	49
g00212_00004	g00212	90	49
g00212_00005	g00212	95	49
g00212_00006	g00212	98	49
g00291	g00291	50	49
g00291_00001	g00291	60	49
g00291_00002	g00291	70	49
g00291_00003	g00291	80	49
g00291_00004	g00291	90	49
g00291_00005	g00291	95	49
g00291_00006	g00291	98	49
g00898	g00898	50	49
g00898_00001	g00898	60	49
g00898_00002	g00898	70	49
g00898_00003	g00898	80	49
g00898_00004	g00898	90	49
g00898_00005	g00898	95	49
g00898_00006	g00898	98	49
g00770	g00770	50	49
g00770_00001	g00770	60	49
g00770_00002	g00770	70	49
g00770_00003	g00770	80	49
g00770_00004	g00770	90	49
g00770_00005	g00770	95	49
g00770_00006	g00770	98	49
g01409	g01409	50	49
g01409_00001	g01409	60	49
g01409_00002	g01409	70	49
g01409_00003	g01409	80	49
g01409_00004	g01409	90	49
g01409_00005	g01409	95	49
g01409_00006	g01409	98	23
g01409_00007	g01409	98	26
g00016	g00016	50	49
g00016_00001	g00016	60	49
g00016_00002	g00016	70	49
g00016_00003	g00016	80	49
g00016_00004	g00016	90	49
g00016_00005	g00016	95	49
g00016_00006	g00016	98	49
g00916	g00916	50	49
g00916_00001	g00916	60	49
g00916_00002	g00916	70	49
g00916_00003	g00916	80	49
g00916_00004	g00916	90	49
g00916_00005	g00916	95	49
g00916_00006	g00916	98	49
g01103	g01103	50	49
g01103_00001	g01103	60	49
g01103_00002	g01103	70	49
g01103_00003	g01103	80	49
g01103_00004	g01103	90	49
g01103_00005	g01103	95	49
g01103_00006	g01103	98	49
g00062	g00062	50	49
g00062_00001	g00062	60	49
g00062_00002	g00062	70	49
g00062_00003	g00062	80	49
g00062_00004	g00062	90	49
g00062_00005	g00062	95	49
g00062_00006	g00062	98	49
g00300	g00300	50	49
g00300_00001	g00300	60	49
g00300_00002	g00300	70	49
g00300_00003	g00300	80	49
g00300_00004	g00300	90	49
g00300_00005	g00300	95	49
g00300_00006	g00300	98	49
g01443	g01443	50	49
g01443_00001	g01443	60	49
g01443_00002	g01443	70	49
g01443_00003	g01443	80	49
g01443_00004	g01443	90	49
g01443_00005	g01443	95	49
g01443_00006	g01443	98	26
g01443_00007	g01443	98	23
g00944	g00944	50	49
