GA54827_00250	g01203	GA54827	1	0	0	19
GA54827_01696	g01203	GA54827	1	0	0	9
GA54827_01767	g01203	GA54827	1	0	0	14
GA54827_01791	g01203	GA54827	1	0	0	10
GA60748_00312	g01203	GA60748	1	0	0	16
GA60748_01597	g01203	GA60748	1	0	0	27
GA60748_01598	g01203	GA60748	1	0	0	6
GA60748_01652	g01203	GA60748	1	0	0	7
GA67073_00250	g01203	GA67073	0	1	1	24
GA67073_00251	g01203	GA67073	0	1	1	20
GA67073_01684	g01203	GA67073	1	0	0	9
GA67073_01698	g01203	GA67073	1	0	0	2
GA67073_01728	g01203	GA67073	1	0	0	14
GA71389_00250	g01203	GA71389	0	1	1	25
GA71389_00251	g01203	GA71389	0	1	1	20
GA71389_01682	g01203	GA71389	1	0	0	9
GA71389_01727	g01203	GA71389	1	0	0	6
GA71389_01728	g01203	GA71389	1	0	0	27
GA71389_01758	g01203	GA71389	1	0	0	14
GA71621_00251	g01203	GA71621	0	1	1	24
GA71621_00252	g01203	GA71621	0	1	1	20
GA71621_01606	g01203	GA71621	1	0	0	9
GA71621_01620	g01203	GA71621	1	0	0	2
GA71621_01650	g01203	GA71621	1	0	0	14
GA71663_00250	g01203	GA71663	1	0	0	19
GA71663_01703	g01203	GA71663	1	0	0	9
GA71663_01717	g01203	GA71663	1	0	0	1
GA71663_01747	g01203	GA71663	1	0	0	14
GA74349_00250	g01203	GA74349	0	1	1	25
GA74349_00251	g01203	GA74349	0	1	1	20
GA74349_01682	g01203	GA74349	1	0	0	9
GA74349_01753	g01203	GA74349	1	0	0	14
GA74349_01819	g01203	GA74349	1	0	0	9
GA76006_00102	g01203	GA76006	1	0	0	19
GA76006_01590	g01203	GA76006	1	0	0	13
GA76006_01716	g01203	GA76006	1	0	0	14
GA76006_01815	g01203	GA76006	1	0	0	12
GA78317_00679	g01203	GA78317	1	0	0	17
GA78317_01606	g01203	GA78317	1	0	0	9
GA78317_01607	g01203	GA78317	1	0	0	14
GA78317_01637	g01203	GA78317	1	0	0	1
GA78869_00250	g01203	GA78869	0	1	1	23
GA78869_00251	g01203	GA78869	0	1	1	20
GA78869_01583	g01203	GA78869	1	0	0	2
GA78869_01613	g01203	GA78869	1	0	0	5
GA78869_01661	g01203	GA78869	1	0	0	9
GA79872_00242	g01203	GA79872	1	0	0	18
GA79872_01471	g01203	GA79872	1	0	0	2
GA79872_01501	g01203	GA79872	1	0	0	5
GA79872_01548	g01203	GA79872	1	0	0	9
GA81213_00102	g01203	GA81213	1	0	0	17
GA81213_01544	g01203	GA81213	1	0	0	11
GA81213_01656	g01203	GA81213	1	0	0	14
GA81213_01686	g01203	GA81213	1	0	0	2
GA81566_01054	g01203	GA81566	1	0	0	3
GA81566_01084	g01203	GA81566	1	0	0	5
GA81566_01131	g01203	GA81566	1	0	0	1
GA81566_01638	g01203	GA81566	0	1	1	20
GA81566_01639	g01203	GA81566	0	1	1	26
GA81665_00313	g01203	GA81665	0	1	1	23
GA81665_00314	g01203	GA81665	0	1	1	20
GA81665_01489	g01203	GA81665	1	0	0	7
GA81665_01543	g01203	GA81665	1	0	0	6
GA81666_00313	g01203	GA81666	0	1	1	23
GA81666_00314	g01203	GA81666	0	1	1	20
GA81666_01590	g01203	GA81666	1	0	0	6
GA81666_01725	g01203	GA81666	1	0	0	14
GA83348_00313	g01203	GA83348	0	1	1	22
GA83348_00314	g01203	GA83348	0	1	1	20
GA83348_01567	g01203	GA83348	1	0	0	6
GA83348_01681	g01203	GA83348	1	0	0	14
GA83349_00341	g01203	GA83349	0	1	1	23
GA83349_00342	g01203	GA83349	0	1	1	20
GA83349_01560	g01203	GA83349	1	0	0	7
GA83349_01614	g01203	GA83349	1	0	0	6
GA83357_00242	g01203	GA83357	0	1	1	26
GA83357_00243	g01203	GA83357	0	1	1	20
GA83357_01636	g01203	GA83357	1	0	0	2
GA83357_01648	g01203	GA83357	1	0	0	14
GA83357_01678	g01203	GA83357	1	0	0	2
GA83431_00107	g01203	GA83431	0	1	1	23
GA83431_00108	g01203	GA83431	0	1	1	20
GA83431_01614	g01203	GA83431	1	0	0	7
GA83431_01668	g01203	GA83431	1	0	0	6
GA83447_00068	g01203	GA83447	0	1	1	23
GA83447_00069	g01203	GA83447	0	1	1	20
GA83447_01349	g01203	GA83447	1	0	0	14
GA83447_01403	g01203	GA83447	1	0	0	6
GA83469_00102	g01203	GA83469	0	1	1	24
GA83469_00103	g01203	GA83469	0	1	1	20
